1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
KLF10,1,3,1,1,1,1,1,4,1,1,5,5,4,1,5,5,1,3,2,2,2,3,4,4,4,4,5,3,3,3,2,4,3,1,2,2,4,4,4,4
ACKR3,3,5,3,3,3,3,3,5,3,3,1,1,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5
CTGF,1,5,1,1,1,1,1,3,1,1,1,1,3,1,5,5,1,5,3,3,3,5,3,3,3,3,5,5,5,3,3,3,3,3,3,3,3,3,3,5
ARV1,1,3,1,1,1,1,1,3,1,1,3,1,3,1,1,1,1,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3
N58770,1,3,1,1,1,1,1,5,1,1,1,1,5,1,5,5,1,3,2,2,2,3,4,4,4,4,5,3,3,3,2,4,3,1,2,2,4,4,4,4
CDKN1A,3,3,3,3,5,3,3,5,3,3,5,5,5,5,5,5,5,3,2,2,5,3,4,4,4,4,5,3,3,3,5,4,3,1,5,5,4,4,4,4
ZNF584,3,3,3,3,3,3,3,5,3,3,5,3,5,5,5,3,5,3,5,5,5,3,4,4,4,4,3,3,3,3,5,4,3,1,5,5,4,4,4,4
NR4A3,3,3,3,3,5,3,3,5,3,3,5,5,5,5,5,5,5,3,5,5,5,3,4,4,4,4,5,3,3,3,5,4,3,1,5,5,4,4,4,4
BHLHE40,3,3,3,3,3,3,3,5,3,3,5,5,5,5,5,5,5,3,2,2,5,3,4,4,4,4,5,3,3,3,5,4,3,1,5,2,4,4,4,4
MPC2,3,5,3,3,5,3,3,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,5,5,5,3,5,4,3,1,5,5,4,4,4,4
JUNB,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,2,2,4,2,3,3,3,2,2,3,1,2,2,2,4,2,4
AA044235,3,3,3,3,3,3,3,5,3,3,5,5,5,1,5,5,1,3,5,5,5,3,5,5,5,5,5,3,3,3,5,5,3,1,5,3,5,5,5,5
MCL1,3,5,3,3,5,3,3,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,3,5,5,5,5,5,5,5
NAMPT,3,5,3,3,3,3,3,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5
EDN1,3,5,3,3,3,3,3,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,3,5,5,6,5,5,5,5
IL6,3,5,3,3,3,3,3,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
SGK1,1,3,1,1,1,1,1,3,1,1,1,1,3,1,1,1,1,3,2,2,2,3,4,4,4,4,1,3,3,3,2,4,3,1,2,2,4,4,4,4
KLF6,3,3,3,6,3,3,3,5,6,3,2,2,5,1,2,2,1,3,2,2,2,3,4,4,4,4,2,3,3,3,2,4,3,1,2,2,4,4,4,4
DUSP1,1,3,1,1,1,1,1,5,1,1,5,5,5,1,5,5,1,3,5,5,5,3,4,4,4,4,5,3,3,3,5,4,3,1,5,2,4,4,4,4
